label,text
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,Leave it de:-). Start Prepare for next:-)..
ham,Hi da:)how is the todays class?
ham,Ya it came a while ago
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,Watching tv lor...
ham,Maybe you should find something else to do instead???
ham,Kothi print out marandratha.
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,"I'm back, lemme know when you're ready"
ham,"Yes but i dont care! I need you bad, princess!"
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,I went to ur hon lab but no one is there.
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
ham,I'm in class. Did you get my text.
ham,But you were together so you should be thinkin about him
spam,Win a å£1000 cash prize or a prize worth å£5000
ham,Prakesh is there know.
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
ham,What time should I tell my friend to be around?
ham,It only does simple arithmetic not percentages.
ham,X2  &lt;#&gt; . Are you going to get that
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"I am in tirupur da, once you started from office call me."
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,Free any day but i finish at 6 on mon n thurs...
ham,Noice. Text me when you're here
ham,"Sorry, I can't help you on this."
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,"Okay, good, no problem, and thanx!"
ham,Yeah confirmed for you staying at  that weekend
ham,"Haha... Sounds crazy, dunno can tahan anot..."
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Ok.
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,\Hey j! r u feeling any better
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,Jus ans me lar. U'll noe later.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,You are right. Meanwhile how's project twins comin up
ham,I.ll post her out l8r. In class
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,Do you like shaking your booty on the dance floor?
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,No screaming means shouting..
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,How come guoyang go n tell her? Then u told her?
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Ard 6 like dat lor.
ham,Got it..mail panren paru..
ham,Or remind me in a few hrs.
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
spam,Filthy stories and GIRLS waiting for your
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Hello! Good week? Fancy a drink or something later?
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,Hey are we going for the lo lesson or gym? 
ham,LOL ... Have you made plans for new years?
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
ham,"Theoretically yeah, he could be able to come"
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
spam,PRIVATE! Your 2003 Account Statement for 078
ham,"Yo, you at jp and hungry like a mofo?"
ham,"Aight, sounds good. When do you want me to come down?"
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,"It's wylie, you in tampa or sarasota?"
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,"Since when, which side, any fever, any vomitin."
ham,Send me your id and password
ham,Love you aathi..love u lot..
ham,ok....take care.umma to you too...
ham,Then Ì_ come n pick me at 530 ar?
ham,"I'll see, but prolly yeah"
ham,S:-)if we have one good partnership going we will take lead:)
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,How much she payed. Suganya.
ham,I'm really sorry I lit your hair on fire
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,Yes:)from last week itself i'm taking live call.
ham,So i'm doing a list of buyers.
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Dhoni have luck to win some big title.so we will win:)
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,I always chat with you. In fact i need money can you raise me?
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Yup i thk so until e shop closes lor.
ham,"Trust me. Even if isn't there, its there."
ham,Small problem in auction:)punj now asking tiwary
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,Do we have any spare power supplies
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Thanks honey. Have a great day.
ham,Just send a text. We'll skype later.
ham,At home by the way
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,Love it! I want to flood that pretty pussy with cum...
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham,"Aight, see you in a bit"
ham,It should take about  &lt;#&gt;  min
ham,"Hiya, probably coming home * weekend after next"
ham,Just haven't decided where yet eh ?
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,Happy new year to u too!
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Just glad to be talking to you.
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,"No my blankets are sufficient, thx"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Haven't seen my facebook, huh? Lol!"
ham,"Oh, then your phone phoned me but it disconnected"
ham,"I can't, I don't have her number!"
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,"Yo, any way we could pick something up tonight?"
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,U GOIN OUT 2NITE?
ham,No calls..messages..missed calls
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,Oh yeah clearly it's my fault
ham,Que pases un buen tiempo or something like that
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,U attend ur driving lesson how many times a wk n which day?
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,No break time one... How... I come out n get my stuff fr Ì_?
ham,So can collect ur laptop?
ham,"Aight will do, thanks again for comin out"
ham,ÌÏ v ma fan...
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,"Sorry da thangam, very very sorry i am held up with prasad."
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"If e timing can, then i go w u lor..."
ham,Do u hav any frnd by name ashwini in ur college?
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
ham,K. I will sent it again
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
ham,Bring it if you got it
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,What you doing?how are you?
ham,At home watching tv lor.
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,Yo come over carlos will be here soon
ham,What happen dear. Why you silent. I am tensed
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Its a great day. Do have yourself a beautiful one.
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,"Oh... Icic... K lor, den meet other day..."
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,Ofcourse I also upload some songs
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
ham,What time is ur flight tmr?
ham,That's my honeymoon outfit. :)
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Hi :)finally i completed the course:)
ham,Oh you got many responsibilities.
ham,When can Ì_ come out?
ham,Ok lor then we go tog lor...
ham,Nope i'll come online now..
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Good evening! this is roger. How are you?
spam,You have 1 new message. Please call 08712400200.
ham,"Almost there, see u in a sec"
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,"K, I'll work something out"
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?
ham,I'm fine. Hope you are good. Do take care.
ham,I think u have the wrong number.
ham,Lara said she can loan me  &lt;#&gt; .
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,how are you? I miss you!
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Ok pa. Nothing problem:-)
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\"""""
ham,Yo sorry was in the shower sup
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,If you r @ home then come down within 5 min
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,I cant pick the phone right now. Pls send a message
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Let me know when you've got the money so carlos can make the call
ham,"Yeah sure, give me a couple minutes to track down my wallet"
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,Nope. Meanwhile she talk say make i greet you.
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,Boy you best get yo ass out here quick
ham,I am in your office na.
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"Some friends want me to drive em someplace, probably take a while"
ham,Lol its ok I didn't remember til last nite
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,Juz go google n search 4 qet...
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,U dun say so early hor... U c already then say...
ham,Are you up for the challenge? I know i am :)
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,say thanks2. 
ham,* Thought I didn't see you.
ham,"Yeah why not, is the gang all ready"
ham,Got meh... When?
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,Ok no prob. Take ur time.
ham,I will come tomorrow di
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,My phone
ham,Why de. You looking good only:-)..
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,Once free call me sir. I am waiting for you.
ham,Was the actual exam harder than NBME
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,They r giving a second chance to rahul dengra.
ham,"I'm in solihull, | do you want anything?"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
